Record_ID,Sale_Date,Year,Quarter,Month_Name,Month_Num,Therapeutic_Area,Product_Name,Formulation,Region,Sales_Channel,Pipeline_Stage,Sales_Rep,Customer_ID,Units_Sold,Unit_Price_INR,Discount_Pct,Gross_Revenue_INR,Discount_Amount_INR,Net_Revenue_INR,COGS_INR,Gross_Profit_INR,Gross_Margin_Pct,RnD_Spend_INR,Marketing_Spend_INR,Clinical_Trial_Spend_INR,Patient_Count,Adverse_Events,Compliance_Rate_Pct
LS00799,2022-05-04,2022,Q2,May,5,Infectious Disease,Antiviral Drug G,Tablet,Telangana,Specialty Clinic,Market,Rep_004,CUST_0136,477,3555.37,0.093,1695910.57,157719.68,1538190.89,485716.85,1052474.04,68.42,383678.77,224543.3,165060.32,2729,68,84.79
LS00800,2022-08-19,2022,Q3,August,8,Neurology,Parkinson Drug F,Patch,Karnataka,Government Hospital,Approved,Rep_037,CUST_0024,282,6461.76,0.128,1822217.35,233243.82,1588973.53,610732.51,978241.02,61.56,309230.59,153883.63,135090.4,1613,48,73.9
LS00801,2023-11-08,2023,Q4,November,11,Neurology,Alzheimer Drug E,Tablet,Rajasthan,Specialty Clinic,Phase 1,Rep_048,CUST_0039,47,8592.77,0.144,403860.21,58155.87,345704.34,99898.63,245805.71,71.1,76588.96,42848.62,39704.27,225,3,86.94
LS00802,2023-10-23,2023,Q4,October,10,Diabetes,Insulin Analog J,Pen,Telangana,Government Hospital,Phase 3,Rep_001,CUST_0058,228,3043.5,0.214,693919.1,148498.69,545420.41,174671.08,370749.33,67.97,119889.54,56307.25,46557.78,1691,49,93.36
LS00803,2023-02-27,2023,Q1,February,2,Respiratory,Asthma Drug L,Inhaler,Tamil Nadu,Retail Pharmacy,Phase 2,Rep_050,CUST_0038,167,1899.4,0.007,317199.74,2220.4,314979.34,102198.56,212780.78,67.55,72385.65,40300.45,23310.87,617,10,94.63
LS00804,2024-05-18,2024,Q2,May,5,Respiratory,COPD Drug K,Inhaler,Delhi NCR,Retail Pharmacy,Phase 2,Rep_020,CUST_0042,148,2667.69,0.23,394818.36,90808.22,304010.14,111074.02,192936.12,63.46,37560.01,41881.58,34790.51,1058,24,72.66
LS00805,2023-02-11,2023,Q1,February,2,Infectious Disease,Antiviral Drug G,Tablet,Maharashtra,Specialty Clinic,Phase 2,Rep_029,CUST_0103,115,3352.01,0.148,385481.71,57051.29,328430.42,68942.75,259487.67,79.01,80794.44,33063.2,25561.86,4281,31,76.23
LS00806,2023-10-11,2023,Q4,October,10,Oncology,Targeted Therapy B,Injection,Rajasthan,Corporate Hospital,Approved,Rep_023,CUST_0192,222,16331.3,0.246,3625548.2,891884.86,2733663.34,1016785.78,1716877.56,62.81,455924.75,206469.36,85288.21,3793,2,72.19
LS00807,2022-05-14,2022,Q2,May,5,Infectious Disease,Antiviral Drug G,Tablet,Karnataka,Online,Phase 3,Rep_024,CUST_0080,232,3514.72,0.163,815416.14,132912.83,682503.31,160419.76,522083.55,76.5,144115.91,78517.41,68944.4,3911,2,96.73
LS00808,2022-12-30,2022,Q4,December,12,Respiratory,Asthma Drug L,Inhaler,West Bengal,Government Hospital,Phase 3,Rep_010,CUST_0064,299,1790.84,0.13,535461.93,69610.05,465851.88,99530.6,366321.28,78.63,84354.43,25108.99,37091.34,1768,47,89.18
LS00809,2022-12-24,2022,Q4,December,12,Diabetes,Insulin Analog J,Pen,Telangana,Retail Pharmacy,Phase 3,Rep_027,CUST_0045,489,3418.97,0.038,1671877.15,63531.33,1608345.82,601939.86,1006405.96,62.57,332809.88,139132.85,180931.59,1380,1,84.94
LS00810,2022-02-28,2022,Q1,February,2,Infectious Disease,Antiviral Drug G,Tablet,West Bengal,Online,Market,Rep_040,CUST_0083,411,2659.02,0.007,1092858.01,7650.01,1085208.0,317879.73,767328.27,70.71,233909.65,69924.38,65943.13,4469,96,91.83
LS00811,2023-04-02,2023,Q2,April,4,Cardiology,Heart Drug C,Tablet,Tamil Nadu,Government Hospital,Phase 1,Rep_001,CUST_0090,57,4099.05,0.017,233645.99,3971.98,229674.01,94739.45,134934.56,58.75,41427.76,21016.94,25221.5,3657,17,94.28
LS00812,2023-10-24,2023,Q4,October,10,Neurology,Alzheimer Drug E,Tablet,Rajasthan,Specialty Clinic,Market,Rep_017,CUST_0033,346,9613.96,0.239,3326430.28,795016.84,2531413.44,861753.05,1669660.39,65.96,335492.72,251319.16,261011.34,4729,50,75.27
LS00813,2022-07-14,2022,Q3,July,7,Cardiology,Heart Drug C,Tablet,Tamil Nadu,Retail Pharmacy,Market,Rep_043,CUST_0022,377,4078.84,0.222,1537721.38,341374.15,1196347.23,245555.98,950791.25,79.47,178745.09,81905.13,102810.42,2742,59,89.38
LS00814,2024-02-07,2024,Q1,February,2,Diabetes,GLP-1 Drug I,Injection,Gujarat,Retail Pharmacy,Phase 1,Rep_021,CUST_0109,348,5808.18,0.184,2021246.97,371909.44,1649337.53,633641.87,1015695.66,61.58,358288.35,214376.17,137205.13,1671,11,72.37
LS00815,2024-09-11,2024,Q3,September,9,Cardiology,BP Drug D,Capsule,Tamil Nadu,Specialty Clinic,Approved,Rep_021,CUST_0003,257,3100.45,0.047,796816.06,37450.35,759365.71,295154.97,464210.74,61.13,186956.88,68772.48,90569.46,3762,79,78.83
LS00816,2023-01-17,2023,Q1,January,1,Oncology,Targeted Therapy B,Injection,Gujarat,Corporate Hospital,Phase 3,Rep_022,CUST_0087,140,17141.31,0.218,2399783.14,523152.72,1876630.42,685499.07,1191131.35,63.47,336519.4,111941.64,198212.4,4302,67,73.64
LS00817,2023-04-11,2023,Q2,April,4,Infectious Disease,Antiviral Drug G,Tablet,Maharashtra,Corporate Hospital,Market,Rep_009,CUST_0025,244,3406.97,0.03,831301.29,24939.04,806362.25,283070.96,523291.29,64.9,110003.05,68349.22,52620.36,4582,21,97.12
LS00818,2023-03-31,2023,Q1,March,3,Cardiology,Heart Drug C,Tablet,Telangana,Corporate Hospital,Phase 3,Rep_013,CUST_0037,407,3591.07,0.183,1461563.96,267466.2,1194097.76,316369.94,877727.82,73.51,236576.7,77827.85,126565.55,4351,12,92.81
LS00819,2022-11-22,2022,Q4,November,11,Diabetes,GLP-1 Drug I,Injection,Delhi NCR,Corporate Hospital,Phase 3,Rep_011,CUST_0096,61,6851.77,0.159,417958.21,66455.36,351502.85,135731.35,215771.5,61.39,52519.26,50287.72,32200.68,4480,108,94.32
LS00820,2024-05-12,2024,Q2,May,5,Oncology,Immunotherapy Drug A,Tablet,Telangana,Online,Market,Rep_025,CUST_0134,467,12412.05,0.08,5796425.88,463714.07,5332711.81,1883361.48,3449350.33,64.68,847896.47,306561.86,484392.11,2602,26,96.0
LS00821,2022-10-15,2022,Q4,October,10,Diabetes,Insulin Analog J,Pen,Karnataka,Government Hospital,Phase 2,Rep_049,CUST_0106,83,3380.55,0.04,280585.71,11223.43,269362.28,111328.19,158034.09,58.67,66516.1,39821.08,15925.73,1356,26,82.17
LS00822,2022-10-15,2022,Q4,October,10,Cardiology,BP Drug D,Capsule,West Bengal,Government Hospital,Phase 1,Rep_015,CUST_0071,467,2717.21,0.181,1268937.09,229677.61,1039259.48,333210.63,706048.85,67.94,215543.72,73354.17,35585.12,2306,41,72.28
LS00823,2024-08-22,2024,Q3,August,8,Diabetes,GLP-1 Drug I,Injection,Gujarat,Corporate Hospital,Phase 1,Rep_007,CUST_0198,128,6812.82,0.075,872041.19,65403.09,806638.1,169367.77,637270.33,79.0,174700.49,76982.91,21811.71,2846,34,96.69
LS00824,2024-05-22,2024,Q2,May,5,Infectious Disease,Antiviral Drug G,Tablet,Gujarat,Government Hospital,Market,Rep_041,CUST_0120,309,2791.66,0.177,862624.2,152684.48,709939.72,275258.87,434680.85,61.23,130167.12,56163.82,51317.23,775,23,87.69
LS00825,2024-05-13,2024,Q2,May,5,Neurology,Parkinson Drug F,Patch,Delhi NCR,Specialty Clinic,Phase 3,Rep_045,CUST_0111,39,7498.21,0.216,292430.17,63164.92,229265.25,56685.57,172579.68,75.28,49091.84,17787.9,10355.24,4210,42,82.91
LS00826,2024-09-21,2024,Q3,September,9,Neurology,Parkinson Drug F,Patch,Karnataka,Government Hospital,Market,Rep_007,CUST_0183,134,7385.29,0.055,989629.36,54429.61,935199.75,265694.07,669505.68,71.59,144533.29,140027.7,95975.89,4046,71,87.77
LS00827,2022-07-21,2022,Q3,July,7,Infectious Disease,Antiviral Drug G,Tablet,Telangana,Government Hospital,Phase 3,Rep_039,CUST_0028,304,2723.27,0.242,827873.96,200345.5,627528.46,148892.07,478636.39,76.27,122629.02,75887.35,50441.1,3275,91,91.35
LS00828,2022-03-18,2022,Q1,March,3,Respiratory,COPD Drug K,Inhaler,Rajasthan,Specialty Clinic,Phase 3,Rep_037,CUST_0134,491,2811.86,0.201,1380624.58,277505.54,1103119.04,395636.65,707482.39,64.13,194296.39,155328.13,45894.11,1530,1,88.39
LS00829,2024-07-24,2024,Q3,July,7,Oncology,Targeted Therapy B,Injection,Gujarat,Specialty Clinic,Phase 3,Rep_002,CUST_0187,444,20111.1,0.09,8929328.88,803639.6,8125689.28,2794609.87,5331079.41,65.61,1347314.03,1190891.75,387296.74,441,5,83.91
LS00830,2023-10-22,2023,Q4,October,10,Cardiology,Heart Drug C,Tablet,Delhi NCR,Corporate Hospital,Phase 3,Rep_050,CUST_0141,389,4075.66,0.087,1585433.41,137932.71,1447500.7,543844.35,903656.35,62.43,332655.32,196374.66,77262.27,4459,58,80.23
LS00831,2024-10-15,2024,Q4,October,10,Oncology,Targeted Therapy B,Injection,Karnataka,Specialty Clinic,Phase 3,Rep_021,CUST_0160,337,16305.44,0.096,5494932.47,527513.52,4967418.95,1209682.23,3757736.72,75.65,1052901.53,422525.63,499671.43,3011,20,96.94
LS00832,2024-11-02,2024,Q4,November,11,Oncology,Immunotherapy Drug A,Tablet,Karnataka,Retail Pharmacy,Approved,Rep_038,CUST_0080,368,13033.65,0.074,4796384.68,354932.47,4441452.21,1396308.64,3045143.57,68.56,635696.41,496763.54,122555.37,814,2,90.5
LS00833,2024-03-23,2024,Q1,March,3,Neurology,Alzheimer Drug E,Tablet,Tamil Nadu,Online,Phase 2,Rep_035,CUST_0091,78,10700.59,0.026,834645.73,21700.79,812944.94,332866.8,480078.14,59.05,183639.79,112792.14,40152.35,4720,21,80.42
LS00834,2023-07-15,2023,Q3,July,7,Infectious Disease,Antibiotic H,Injection,Maharashtra,Retail Pharmacy,Phase 2,Rep_036,CUST_0040,23,1797.03,0.208,41331.6,8596.97,32734.63,13617.05,19117.58,58.4,4972.25,2375.99,2775.55,1819,9,72.32
LS00835,2023-01-29,2023,Q1,January,1,Oncology,Immunotherapy Drug A,Tablet,Rajasthan,Specialty Clinic,Phase 3,Rep_027,CUST_0143,221,11322.72,0.13,2502320.6,325301.68,2177018.92,600657.02,1576361.9,72.41,424103.73,305292.66,127813.61,2192,46,92.89
LS00836,2024-01-02,2024,Q1,January,1,Infectious Disease,Antiviral Drug G,Tablet,West Bengal,Online,Market,Rep_016,CUST_0082,49,3526.02,0.034,172775.21,5874.36,166900.85,64488.27,102412.58,61.36,41427.0,12465.75,12321.88,1104,6,97.51
LS00837,2023-04-12,2023,Q2,April,4,Respiratory,Asthma Drug L,Inhaler,Rajasthan,Corporate Hospital,Approved,Rep_021,CUST_0027,378,2004.46,0.176,757684.35,133352.45,624331.9,258697.12,365634.78,58.56,141561.06,45199.37,29289.5,485,7,88.09
LS00838,2024-07-07,2024,Q3,July,7,Diabetes,Insulin Analog J,Pen,Telangana,Government Hospital,Phase 1,Rep_011,CUST_0006,296,3553.28,0.224,1051771.8,235596.88,816174.92,240274.02,575900.9,70.56,172882.31,46014.05,45249.74,2311,32,96.63
LS00839,2022-10-01,2022,Q4,October,10,Respiratory,Asthma Drug L,Inhaler,Rajasthan,Specialty Clinic,Market,Rep_046,CUST_0196,212,1920.58,0.113,407162.66,46009.38,361153.28,111674.0,249479.28,69.08,75013.99,29994.98,27803.65,4211,121,82.59
LS00840,2024-01-04,2024,Q1,January,1,Respiratory,COPD Drug K,Inhaler,West Bengal,Government Hospital,Phase 2,Rep_040,CUST_0014,310,2569.12,0.244,796428.61,194328.58,602100.03,197081.86,405018.17,67.27,113718.85,74081.2,56149.22,2088,62,87.64
LS00841,2023-11-11,2023,Q4,November,11,Cardiology,Heart Drug C,Tablet,Maharashtra,Specialty Clinic,Phase 2,Rep_047,CUST_0031,55,3688.64,0.101,202875.39,20490.41,182384.98,63510.62,118874.36,65.18,38135.95,23799.67,10601.87,3936,17,94.03
LS00842,2024-05-31,2024,Q2,May,5,Oncology,Targeted Therapy B,Injection,Gujarat,Online,Phase 1,Rep_012,CUST_0182,460,16660.88,0.023,7664003.11,176272.07,7487731.04,1815934.54,5671796.5,75.75,1093799.87,637356.18,634379.5,718,10,83.74
LS00843,2022-05-02,2022,Q2,May,5,Diabetes,GLP-1 Drug I,Injection,Gujarat,Government Hospital,Phase 2,Rep_039,CUST_0016,359,6252.64,0.042,2244696.54,94277.25,2150419.29,884389.91,1266029.38,58.87,405968.47,108523.28,125746.52,276,5,94.34
LS00844,2023-12-09,2023,Q4,December,12,Cardiology,BP Drug D,Capsule,Rajasthan,Retail Pharmacy,Approved,Rep_035,CUST_0056,59,3112.56,0.228,183641.13,41870.18,141770.95,45924.2,95846.75,67.61,27591.19,19726.53,12849.66,1504,32,75.87
LS00845,2023-08-20,2023,Q3,August,8,Oncology,Immunotherapy Drug A,Tablet,Maharashtra,Corporate Hospital,Market,Rep_008,CUST_0080,65,11933.95,0.045,775706.92,34906.81,740800.11,225527.2,515272.91,69.56,175591.83,73906.0,59523.54,2813,58,96.14
LS00846,2022-05-15,2022,Q2,May,5,Infectious Disease,Antiviral Drug G,Tablet,Rajasthan,Government Hospital,Market,Rep_043,CUST_0142,183,2863.99,0.035,524109.55,18343.83,505765.72,207613.23,298152.49,58.95,92959.67,65448.81,12218.81,530,15,93.08
LS00847,2024-12-25,2024,Q4,December,12,Oncology,Targeted Therapy B,Injection,Karnataka,Online,Phase 1,Rep_034,CUST_0145,277,17428.6,0.137,4827721.8,661397.89,4166323.91,950853.86,3215470.05,77.18,673449.32,394927.75,165836.99,3542,51,83.31
LS00848,2024-09-18,2024,Q3,September,9,Infectious Disease,Antibiotic H,Injection,Maharashtra,Specialty Clinic,Phase 3,Rep_007,CUST_0083,322,1739.96,0.124,560266.05,69472.99,490793.06,180968.35,309824.71,63.13,77219.03,58112.47,12520.89,391,3,96.62
LS00849,2024-12-30,2024,Q4,December,12,Diabetes,Insulin Analog J,Pen,Tamil Nadu,Online,Phase 2,Rep_048,CUST_0013,24,2938.15,0.076,70515.64,5359.19,65156.45,14671.76,50484.69,77.48,15985.77,3599.47,6681.1,3603,94,85.22
LS00850,2024-07-25,2024,Q3,July,7,Diabetes,GLP-1 Drug I,Injection,West Bengal,Government Hospital,Phase 2,Rep_014,CUST_0026,496,5887.13,0.055,2920014.26,160600.78,2759413.48,708823.03,2050590.45,74.31,587270.78,274637.58,212790.88,177,0,95.97
LS00851,2023-11-09,2023,Q4,November,11,Respiratory,Asthma Drug L,Inhaler,Karnataka,Online,Approved,Rep_001,CUST_0062,100,2406.86,0.207,240686.39,49822.08,190864.31,51386.04,139478.27,73.08,43691.2,10397.46,6521.25,2066,39,89.38
LS00852,2023-07-13,2023,Q3,July,7,Respiratory,COPD Drug K,Inhaler,Gujarat,Retail Pharmacy,Approved,Rep_042,CUST_0189,219,3065.54,0.104,671354.29,69820.85,601533.44,167992.39,433541.05,72.07,93930.21,84279.39,61159.39,4049,32,87.6
LS00853,2023-04-02,2023,Q2,April,4,Oncology,Immunotherapy Drug A,Tablet,Rajasthan,Retail Pharmacy,Phase 3,Rep_043,CUST_0177,46,13015.99,0.029,598735.49,17363.33,581372.16,230532.73,350839.43,60.35,106687.48,39728.56,30660.32,2151,50,79.4
LS00854,2024-03-19,2024,Q1,March,3,Neurology,Alzheimer Drug E,Tablet,Gujarat,Government Hospital,Phase 1,Rep_049,CUST_0031,431,10598.96,0.051,4568151.31,232975.72,4335175.59,870333.04,3464842.55,79.92,997259.71,303803.98,311363.39,342,7,84.45
LS00855,2022-05-19,2022,Q2,May,5,Cardiology,BP Drug D,Capsule,Maharashtra,Specialty Clinic,Phase 2,Rep_012,CUST_0022,133,2746.2,0.093,365244.18,33967.71,331276.47,118332.99,212943.48,64.28,58789.35,42043.18,28585.08,4175,98,97.34
LS00856,2022-11-09,2022,Q4,November,11,Respiratory,Asthma Drug L,Inhaler,West Bengal,Government Hospital,Market,Rep_037,CUST_0004,184,2326.48,0.063,428071.8,26968.52,401103.28,89095.85,312007.43,77.79,72224.5,56217.14,10285.42,3163,19,96.62
LS00857,2023-11-19,2023,Q4,November,11,Oncology,Targeted Therapy B,Injection,Delhi NCR,Retail Pharmacy,Phase 3,Rep_041,CUST_0050,346,19194.38,0.006,6641254.74,39847.53,6601407.21,1886202.38,4715204.83,71.43,1515979.49,727250.66,322020.96,1369,9,86.23
LS00858,2024-12-30,2024,Q4,December,12,Oncology,Immunotherapy Drug A,Tablet,Karnataka,Government Hospital,Market,Rep_027,CUST_0133,18,12944.7,0.042,233004.57,9786.19,223218.38,90151.68,133066.7,59.61,37533.81,14363.8,6781.21,1964,0,81.91
LS00859,2022-03-14,2022,Q1,March,3,Oncology,Immunotherapy Drug A,Tablet,Telangana,Corporate Hospital,Phase 2,Rep_008,CUST_0058,298,12670.93,0.005,3775938.48,18879.69,3757058.79,1419265.09,2337793.7,62.22,683543.01,402565.8,220184.21,3218,57,95.67
LS00860,2024-07-20,2024,Q3,July,7,Respiratory,COPD Drug K,Inhaler,Rajasthan,Corporate Hospital,Phase 2,Rep_017,CUST_0089,255,3264.9,0.038,832549.77,31636.89,800912.88,247281.15,553631.73,69.13,133606.34,51611.42,67043.87,1478,24,97.98
LS00861,2022-03-29,2022,Q1,March,3,Neurology,Parkinson Drug F,Patch,Maharashtra,Specialty Clinic,Approved,Rep_020,CUST_0037,245,7006.4,0.22,1716568.57,377645.09,1338923.48,514687.64,824235.84,61.56,332553.27,83685.96,110662.01,1754,25,82.95
LS00862,2024-01-15,2024,Q1,January,1,Infectious Disease,Antibiotic H,Injection,Rajasthan,Specialty Clinic,Market,Rep_025,CUST_0119,182,1706.05,0.1,310500.36,31050.04,279450.32,98811.91,180638.41,64.64,41014.63,20035.45,10925.53,1644,46,89.14
LS00863,2024-02-07,2024,Q1,February,2,Neurology,Parkinson Drug F,Patch,Rajasthan,Corporate Hospital,Phase 3,Rep_049,CUST_0105,339,6782.9,0.098,2299403.71,225341.56,2074062.15,607401.11,1466661.04,70.71,395249.32,197517.05,229116.68,3426,6,77.18
LS00864,2023-01-05,2023,Q1,January,1,Diabetes,GLP-1 Drug I,Injection,Tamil Nadu,Specialty Clinic,Market,Rep_034,CUST_0111,492,6388.81,0.173,3143295.34,543790.09,2599505.25,708710.81,1890794.44,72.74,537341.55,201024.94,245905.84,4665,39,88.67
LS00865,2023-05-19,2023,Q2,May,5,Cardiology,BP Drug D,Capsule,Tamil Nadu,Specialty Clinic,Phase 1,Rep_021,CUST_0120,454,3000.31,0.191,1362141.27,260168.98,1101972.29,327070.22,774902.07,70.32,219674.37,139222.37,80508.79,339,10,74.52
LS00866,2022-07-04,2022,Q3,July,7,Oncology,Targeted Therapy B,Injection,Maharashtra,Government Hospital,Approved,Rep_004,CUST_0085,170,20330.44,0.089,3456174.51,307599.53,3148574.98,1128638.92,2019936.06,64.15,769934.75,254266.9,83759.36,2634,74,95.52
LS00867,2022-07-27,2022,Q3,July,7,Infectious Disease,Antibiotic H,Injection,West Bengal,Retail Pharmacy,Approved,Rep_019,CUST_0078,420,1833.42,0.225,770036.1,173258.12,596777.98,129192.92,467585.06,78.35,103823.95,61605.7,48833.68,1346,35,86.36
LS00868,2022-10-28,2022,Q4,October,10,Respiratory,Asthma Drug L,Inhaler,Gujarat,Retail Pharmacy,Phase 3,Rep_008,CUST_0170,475,2065.29,0.189,981012.49,185411.36,795601.13,169100.01,626501.12,78.75,134873.0,69962.76,29473.68,213,4,89.89
LS00869,2023-12-06,2023,Q4,December,12,Infectious Disease,Antibiotic H,Injection,Tamil Nadu,Specialty Clinic,Phase 2,Rep_002,CUST_0126,463,1713.48,0.021,793340.96,16660.16,776680.8,208765.86,567914.94,73.12,111096.9,87301.34,68143.89,1274,7,97.82
LS00870,2023-12-28,2023,Q4,December,12,Respiratory,COPD Drug K,Inhaler,West Bengal,Online,Market,Rep_046,CUST_0022,318,3320.71,0.124,1055984.73,130942.11,925042.62,304567.44,620475.18,67.08,181994.69,137988.77,52284.89,2120,24,85.35
LS00871,2023-05-05,2023,Q2,May,5,Oncology,Immunotherapy Drug A,Tablet,Rajasthan,Online,Market,Rep_011,CUST_0014,368,11774.89,0.112,4333157.84,485313.68,3847844.16,1092433.44,2755410.72,71.61,481978.06,480979.61,369302.64,3802,84,74.09
LS00872,2022-02-09,2022,Q1,February,2,Oncology,Immunotherapy Drug A,Tablet,Tamil Nadu,Corporate Hospital,Approved,Rep_001,CUST_0189,164,12052.52,0.226,1976612.74,446714.48,1529898.26,414914.63,1114983.63,72.88,190744.37,179289.38,137209.86,2799,46,92.88
LS00873,2023-06-20,2023,Q2,June,6,Infectious Disease,Antiviral Drug G,Tablet,West Bengal,Retail Pharmacy,Phase 1,Rep_023,CUST_0185,292,2814.4,0.07,821804.86,57526.34,764278.52,152850.71,611427.81,80.0,136411.22,89558.76,76846.31,2660,65,95.29
LS00874,2024-02-04,2024,Q1,February,2,Cardiology,Heart Drug C,Tablet,Karnataka,Retail Pharmacy,Market,Rep_005,CUST_0046,43,3764.05,0.2,161854.05,32370.81,129483.24,47511.34,81971.9,63.31,30076.33,6599.05,2763.78,2844,79,73.83
LS00875,2022-09-07,2022,Q3,September,9,Respiratory,COPD Drug K,Inhaler,Rajasthan,Online,Phase 2,Rep_043,CUST_0028,38,3077.61,0.05,116949.12,5847.46,111101.66,39891.65,71210.01,64.09,14504.35,6573.93,12792.16,81,1,92.58
LS00876,2024-12-20,2024,Q4,December,12,Cardiology,BP Drug D,Capsule,Maharashtra,Government Hospital,Market,Rep_025,CUST_0083,108,2779.88,0.049,300226.72,14711.11,285515.61,119089.45,166426.16,58.29,56734.67,19588.22,13934.97,4898,15,83.51
LS00877,2022-10-22,2022,Q4,October,10,Oncology,Immunotherapy Drug A,Tablet,Karnataka,Retail Pharmacy,Market,Rep_013,CUST_0068,459,12657.49,0.243,5809789.81,1411778.92,4398010.89,1530472.98,2867537.91,65.2,929620.11,253228.57,170224.16,2682,29,76.22
LS00878,2023-03-23,2023,Q1,March,3,Neurology,Alzheimer Drug E,Tablet,Telangana,Corporate Hospital,Phase 1,Rep_041,CUST_0074,228,8790.21,0.086,2004167.18,172358.38,1831808.8,435576.59,1396232.21,76.22,221479.97,254723.29,161845.99,2355,20,73.68
LS00879,2024-05-30,2024,Q2,May,5,Infectious Disease,Antibiotic H,Injection,West Bengal,Government Hospital,Phase 1,Rep_040,CUST_0194,50,1893.98,0.225,94698.95,21307.26,73391.69,21065.15,52326.54,71.3,18130.08,8619.86,3804.61,3011,89,89.71
LS00880,2024-09-10,2024,Q3,September,9,Diabetes,Insulin Analog J,Pen,Gujarat,Online,Approved,Rep_029,CUST_0092,199,3399.69,0.191,676538.08,129218.77,547319.31,139694.45,407624.86,74.48,136765.61,37780.63,43086.57,399,11,81.18
LS00881,2024-07-15,2024,Q3,July,7,Infectious Disease,Antibiotic H,Injection,West Bengal,Specialty Clinic,Approved,Rep_030,CUST_0119,88,1606.72,0.188,141391.78,26581.65,114810.13,32227.58,82582.55,71.93,14142.58,7341.33,5932.51,1273,25,81.51
LS00882,2023-03-21,2023,Q1,March,3,Respiratory,COPD Drug K,Inhaler,Tamil Nadu,Retail Pharmacy,Approved,Rep_038,CUST_0048,58,2479.26,0.118,143797.01,16968.05,126828.96,31074.82,95754.14,75.5,18480.04,12648.94,4544.49,4550,71,77.92
LS00883,2024-09-25,2024,Q3,September,9,Diabetes,Insulin Analog J,Pen,Rajasthan,Specialty Clinic,Phase 2,Rep_028,CUST_0041,350,2950.96,0.24,1032834.47,247880.27,784954.2,153896.13,631058.07,80.39,127183.56,76666.5,38409.52,1976,33,96.53
LS00884,2022-11-21,2022,Q4,November,11,Infectious Disease,Antiviral Drug G,Tablet,Rajasthan,Government Hospital,Phase 3,Rep_020,CUST_0162,183,3221.33,0.171,589502.82,100804.98,488697.84,138281.64,350416.2,71.7,66384.79,30760.01,23550.21,3108,88,94.47
LS00885,2024-01-28,2024,Q1,January,1,Diabetes,Insulin Analog J,Pen,Rajasthan,Government Hospital,Phase 3,Rep_002,CUST_0115,223,3141.03,0.236,700450.15,165306.24,535143.91,184725.06,350418.85,65.48,127534.96,75056.83,44624.12,3950,100,79.29
LS00886,2023-04-14,2023,Q2,April,4,Diabetes,Insulin Analog J,Pen,West Bengal,Retail Pharmacy,Phase 2,Rep_009,CUST_0083,372,3494.69,0.059,1300025.23,76701.49,1223323.74,460847.68,762476.06,62.33,224500.01,118632.13,26839.39,4235,24,81.99
LS00887,2024-08-05,2024,Q3,August,8,Diabetes,Insulin Analog J,Pen,West Bengal,Government Hospital,Phase 1,Rep_034,CUST_0126,318,3808.44,0.237,1211083.65,287026.83,924056.82,327743.03,596313.79,64.53,118926.4,82201.92,36332.23,2312,18,81.46
LS00888,2023-11-02,2023,Q4,November,11,Infectious Disease,Antibiotic H,Injection,Delhi NCR,Retail Pharmacy,Phase 2,Rep_041,CUST_0001,192,1975.41,0.121,379279.08,45892.77,333386.31,71701.01,261685.3,78.49,51827.73,27338.87,39515.76,4443,51,93.43
LS00889,2023-02-04,2023,Q1,February,2,Diabetes,Insulin Analog J,Pen,Karnataka,Online,Phase 1,Rep_047,CUST_0016,278,3704.83,0.071,1029941.48,73125.85,956815.63,353801.94,603013.69,63.02,167432.09,126164.42,20180.58,2188,26,75.75
LS00890,2022-10-30,2022,Q4,October,10,Oncology,Immunotherapy Drug A,Tablet,Telangana,Government Hospital,Approved,Rep_024,CUST_0120,238,12972.09,0.139,3087356.71,429142.58,2658214.13,857334.71,1800879.42,67.75,581085.62,161551.6,125880.28,2310,25,90.36
LS00891,2022-02-04,2022,Q1,February,2,Neurology,Alzheimer Drug E,Tablet,Tamil Nadu,Corporate Hospital,Approved,Rep_009,CUST_0083,73,8224.41,0.082,600381.71,49231.3,551150.41,162316.2,388834.21,70.55,76294.58,73402.45,31692.75,258,6,88.8
LS00892,2023-08-03,2023,Q3,August,8,Cardiology,Heart Drug C,Tablet,West Bengal,Corporate Hospital,Phase 1,Rep_049,CUST_0009,175,4282.68,0.142,749468.52,106424.53,643043.99,252061.87,390982.12,60.8,81834.87,78275.83,21340.49,573,2,75.64
LS00893,2024-01-08,2024,Q1,January,1,Diabetes,GLP-1 Drug I,Injection,Tamil Nadu,Retail Pharmacy,Phase 1,Rep_006,CUST_0194,192,6184.41,0.103,1187406.37,122302.86,1065103.51,383654.72,681448.79,63.98,195999.54,111315.18,77185.85,3293,88,76.03
LS00894,2023-06-19,2023,Q2,June,6,Cardiology,BP Drug D,Capsule,Rajasthan,Retail Pharmacy,Phase 2,Rep_008,CUST_0196,126,2580.98,0.161,325203.85,52357.82,272846.03,85631.17,187214.86,68.62,34603.1,36640.31,11610.14,397,0,77.69
LS00895,2024-03-04,2024,Q1,March,3,Cardiology,Heart Drug C,Tablet,Tamil Nadu,Corporate Hospital,Phase 2,Rep_021,CUST_0083,397,4369.26,0.099,1734594.85,171724.89,1562869.96,472704.5,1090165.46,69.75,246391.33,81818.3,142962.31,3449,70,73.77
